name,ratings,num_ratings,processor,ram,os,storage,price,org_price
DELL Alienware Core i9 12th Gen - (32 GB/1 TB HDD/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForc...,,,Intel Core i9 Processor (12th Gen),32 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB HDD|1 TB SSD,"₹3,34,990","₹3,74,003"
MSI Pulse GL66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 306...,4.5,155 Ratings & 26 Reviews,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,"₹1,13,990","₹1,39,990"
realme Book(Slim) Intel Evo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) RMNB1002 Thin and Lig...,4.4,"7,633 Ratings & 1,007 Reviews",Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,"₹47,999","₹69,999"
Infinix INBook X2 Plus Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Lapto...,4.3,164 Ratings & 25 Reviews,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,"₹40,990","₹59,990"
MSI Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 MAX Q/14...,4.3,193 Ratings & 14 Reviews,Intel Core i7 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,"₹59,990","₹89,990"
GIGABYTE AERO 5 KE4 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,,,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,"₹1,49,990","₹1,63,953"
HP OMEN Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,4.7,15 Ratings & 0 Reviews,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"₹96,990","₹1,17,664"
realme Book Prime Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Lap...,4.2,216 Ratings & 40 Reviews,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,"₹54,990","₹74,999"
ASUS TUF Gaming A15 with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB...,4.7,3 Ratings & 1 Reviews,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,"₹1,09,990","₹1,75,990"
HP Pavilion Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-EG2009TU Thin and Light Lapt...,4.1,175 Ratings & 20 Reviews,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"₹64,990","₹75,794"
ASUS Vivobook Go 15 OLED (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK...,4.8,12 Ratings & 2 Reviews,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,"₹53,990","₹74,990"
APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MKGQ3HN/A,4.8,131 Ratings & 14 Reviews,Apple M1 Pro Processor,16 GB Unified Memory RAM,Mac OS Operating System,1 TB SSD,"₹2,25,090","₹2,39,900"
ASUS ROG Strix G15 Advantage Edition Ryzen 9 Octa Core AMD R9-5900HX - (16 GB/1 TB SSD/Windows 10 Home...,4.6,267 Ratings & 56 Reviews,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,Windows 10 Operating System,1 TB SSD,"₹1,54,990","₹2,07,990"
ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,4.4,"4,339 Ratings & 425 Reviews",Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,"₹65,990","₹89,990"
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 7 Octa Core 6800H - (32 GB...,,,AMD Ryzen 7 Octa Core Processor,32 GB DDR5 RAM,64 bit Windows 11 Operating System,2 TB SSD,"₹2,24,990","₹2,98,990"
ASUS Zenbook 14 OLED Touch Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402ZA-KN531WS Thin...,5,3 Ratings & 0 Reviews,Intel Core i5 Processor (12th Gen),16 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,"₹87,990","₹1,14,990"
ASUS Vivobook Go 15 (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ522WS...,3.9,16 Ratings & 2 Reviews,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,"₹47,990","₹62,990"
APPLE 2023 MacBook Pro M2 Max - (32 GB/1 TB SSD/macOS Ventura) MPHK3HN/A,,,Apple M2 Max Processor,32 GB Unified Memory RAM,Mac OS Operating System,1 TB SSD,"₹2,85,490","₹3,09,900"
ASUS VivoBook K15 OLED (2022) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) K513EA-L302WS Thin ...,4.4,"1,611 Ratings & 262 Reviews",Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,"₹42,990","₹58,990"
HP Pavilion x360 (2023) Intel Core i5 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) 14-ek1009TU Thin and...,4.3,6 Ratings & 0 Reviews,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,"₹79,490","₹92,746"
ASUS ROG Zephyrus Duo 16 with 90WHr Battery Ryzen 9 16 Core 7945HX - (32 GB/2 TB SSD/Windows 11 Home/1...,,,AMD Ryzen 9 16 Core Processor,32 GB DDR5 RAM,Windows 11 Operating System,2 TB SSD,"₹4,29,990","₹4,79,990"
MSI Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) Thin G...,,,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"₹94,990","₹1,15,990"
Lenovo IdeaPad 5 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15IAL7 Laptop,,,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"₹79,990","₹1,27,990"
Lenovo IdeaPad 1 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light Lap...,4.1,953 Ratings & 85 Reviews,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"₹36,990","₹54,490"
Lenovo IdeaPad 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Lapt...,4.2,388 Ratings & 25 Reviews,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"₹52,990","₹78,990"
ASUS Vivobook Go 15 (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ523WS...,3.9,16 Ratings & 2 Reviews,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,"₹47,990","₹62,990"
ASUS ROG Zephyrus M16 (2023) with 90WHr Battery Intel H-Series Core i9 13th Gen - (32 GB/2 TB SSD/Wind...,,,Intel Core i9 Processor (13th Gen),32 GB DDR5 RAM,Windows 11 Operating System,2 TB SSD,"₹3,64,990","₹4,31,990"
ASUS ROG Strix SCAR 15 Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForc...,,,Intel Core i9 Processor (12th Gen),32 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,"₹2,81,990","₹3,62,990"
MSI Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 3080 Ti/120 H...,,,Intel Core i9 Processor (12th Gen),32 GB DDR5 RAM,64 bit Windows 11 Operating System,2 TB SSD,"₹2,99,990","₹4,81,990"
APPLE 2023 MacBook Pro M2 Pro - (16 GB/1 TB SSD/macOS Ventura) MPHJ3HN/A,,,Apple M2 Pro Processor,16 GB Unified Memory RAM,Mac OS Operating System,1 TB SSD,"₹2,29,990","₹2,49,900"
APPLE MacBook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) Z12A000D3,4.7,"9,917 Ratings & 863 Reviews",Apple M1 Processor,8 GB DDR4 RAM,Mac OS Operating System,512 GB SSD,"₹1,09,990","₹1,10,900"
MSI Stealth GS66 Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3...,,,Intel Core i7 Processor (12th Gen),32 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,"₹2,75,990","₹3,13,990"
ASUS ROG Strix Scar 15 (2022) Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,4.6,10 Ratings & 0 Reviews,Intel Core i9 Processor (12th Gen),32 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,"₹2,29,990","₹2,78,990"
ASUS Vivobook 16X (2023) Intel H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Grap...,,,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"₹74,990","₹92,990"
DELL Vostro Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 5625 Thin and Light La...,5,3 Ratings & 1 Reviews,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"₹71,590","₹99,693"
MSI Summit E15 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Pro/4 GB Graphics) Summit E15 A11SCST-272...,4,3 Ratings & 2 Reviews,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,"₹1,35,990","₹1,56,990"
Lenovo Legion 7i Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2...,3.8,9 Ratings & 3 Reviews,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,"₹1,83,490","₹2,79,890"
HP OMEN Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070) 16-b...,,,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,"₹1,66,499","₹1,95,210"
HP 15s (2023) Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15s-fr4001TU Thin and Light ...,4.3,495 Ratings & 30 Reviews,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"₹57,990","₹59,327"
ASUS Vivobook 14 (2022) Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-EK522WS Thin and ...,4.4,107 Ratings & 9 Reviews,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"₹51,990","₹70,990"
acer Predator Helios 16 Core i9 13th Gen - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA GeFor...,,,Intel Core i9 Processor (13th Gen),32 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,"₹2,49,990","₹2,99,999"
DELL G15 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti...,3.9,18 Ratings & 4 Reviews,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,"₹99,990","₹1,38,468"
MSI GP76 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/240 ...,4.4,28 Ratings & 6 Reviews,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,"₹1,80,990","₹2,01,990"
MSI Core i7 13th Gen - (32 GB/1 TB SSD/Windows 11 Home) Summit E16Flip A13VET-068IN Laptop,,,Intel Core i7 Processor (13th Gen),32 GB LPDDR5 RAM,Windows 11 Operating System,1 TB SSD,"₹1,85,990","₹1,89,990"
APPLE 2023 MacBook Pro M2 Pro - (16 GB/512 GB SSD/macOS Ventura) MNW83HN/A,,,Apple M2 Pro Processor,16 GB Unified Memory RAM,Mac OS Operating System,512 GB SSD,"₹2,29,990","₹2,49,900"
ASUS Zenbook 14 OLED (2023) Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) UM3402YA-KM74...,4.7,3 Ratings & 0 Reviews,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,"₹96,990","₹1,22,990"
HP 15s (2023) Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0030AU Thin and Light ...,,,AMD Ryzen 5 Quad Core Processor,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,"₹51,999","₹60,248"
Lenovo Yoga Slim 7 Pro Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14IHU5 Thin and Lig...,4.3,33 Ratings & 3 Reviews,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,"₹69,990","₹1,07,690"
ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1500EA Laptop,4,43 Ratings & 7 Reviews,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"₹37,990","₹52,990"
ASUS Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home) TN3402QA-LZ520WS Thin and Light Lapto...,,,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"₹56,990","₹69,990"
ASUS Vivobook 15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-BQ522WS Thin and Light La...,4.1,332 Ratings & 28 Reviews,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"₹47,990","₹69,990"
DELL Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop,3.7,25 Ratings & 6 Reviews,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"₹45,890","₹64,133"
Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,,,AMD Ryzen 7 Octa Core Processor,32 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,"₹1,79,990","₹2,51,890"
ASUS Vivobook S 14 Intel EVO H-Series Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) S3402ZA-LY5...,4.2,120 Ratings & 22 Reviews,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"₹62,990","₹80,990"
HP Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0025AU Thin and Light Laptop,4.2,6 Ratings & 1 Reviews,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"₹39,990","₹47,207"
APPLE 2023 MacBook Pro M2 Pro - (16 GB/512 GB SSD/macOS Ventura) MNWC3HN/A,,,Apple M2 Pro Processor,16 GB Unified Memory RAM,Mac OS Operating System,512 GB SSD,"₹2,29,990","₹2,49,900"
APPLE MacBook Air M1 - (16 GB/256 GB SSD/Mac OS Big Sur) Z124J005KD,4.7,822 Ratings & 88 Reviews,Apple M1 Processor,16 GB DDR4 RAM,Mac OS Operating System,256 GB SSD,"₹1,11,990","₹1,12,900"
MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-030IN Thin and Light Laptop,4.2,63 Ratings & 13 Reviews,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"₹42,990","₹59,990"
MSI Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-435IN Thin and Light Laptop,,,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"₹69,990","₹85,990"
HP OMEN Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070) 16-b...,,,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,"₹1,66,499","₹1,95,210"
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Hom...,,,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,"₹1,74,990","₹2,36,990"
HP Pavillion x360 convertible Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0074TU ...,4.4,35 Ratings & 4 Reviews,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"₹74,490","₹87,095"
DELL G15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/240 ...,4.5,16 Ratings & 0 Reviews,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,"₹1,49,990","₹1,89,620"
ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,,,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"₹82,990","₹1,01,990"
DELL Vostro Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) vostro 3510 icl Thin and Light Laptop,4.1,250 Ratings & 31 Reviews,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"₹40,690","₹55,444"
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY23HN/A,4.9,14 Ratings & 2 Reviews,Apple M2 Processor,8 GB Unified Memory RAM,Mac OS Operating System,512 GB SSD,"₹1,37,990","₹1,49,900"
Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,,,AMD Ryzen 7 Octa Core Processor,32 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,"₹1,79,990","₹2,51,890"
ASUS Vivobook 14X OLED (2023) Intel H-Series Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB...,,,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"₹89,990","₹1,10,990"
ASUS ROG Strix SCAR 15 Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForc...,,,Intel Core i9 Processor (12th Gen),32 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,"₹2,81,990","₹3,62,990"
HP Pavilion Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dv2053TU Thin and Light Lapt...,4.4,226 Ratings & 19 Reviews,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"₹62,990","₹73,688"
ASUS Zenbook 14 OLED Touch Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402ZA-KN731WS Thin...,,,Intel Core i7 Processor (12th Gen),16 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,"₹1,04,990","₹1,34,990"
DELL Vostro Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 5625 Thin and Light La...,4.5,4 Ratings & 0 Reviews,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"₹67,490","₹84,879"
GIGABYTE AERO 5 KE4 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,,,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,"₹1,49,990","₹1,63,953"
HP Pavilion x360 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0078TU Thin and Light Lapt...,4.5,34 Ratings & 1 Reviews,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"₹72,490","₹85,971"
APPLE 2023 MacBook Pro M2 Pro - (16 GB/1 TB SSD/macOS Ventura) MPHJ3HN/A,,,Apple M2 Pro Processor,16 GB Unified Memory RAM,Mac OS Operating System,1 TB SSD,"₹2,29,990","₹2,49,900"
ASUS Vivobook Pro 15 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ...,,,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"₹75,990","₹88,990"
ASUS Vivobook Go 15 (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ323WS...,4.2,276 Ratings & 45 Reviews,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,"₹36,990","₹50,990"
HP Victus Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX...,,,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"₹92,990","₹1,21,677"
HP 15s (2023) Intel Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light L...,,,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"₹91,141",
MSI Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) Summit E13FlipEvo A13MT-226IN Thin and Light L...,,,Intel Core i7 Processor (13th Gen),16 GB LPDDR5 RAM,Windows 11 Operating System,1 TB SSD,"₹1,44,990","₹1,65,990"
ASUS Vivobook Pro 15 Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ...,4.8,4 Ratings & 1 Reviews,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"₹68,990","₹78,990"
ASUS Vivbook Go 14 (2023) Intel 8 cores/8 Threads Core i3 - (8 GB/512 GB SSD/Windows 11 Home) E1404GA-...,,,Intel Core i3 Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"₹37,990","₹50,990"
Infinix INBook X2 Plus Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,4.1,292 Ratings & 60 Reviews,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,256 GB SSD,"₹29,990","₹44,990"
HP Pavilion (2023) Eyesafe Intel Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) 15-EG2039TU Thin ...,4.3,38 Ratings & 2 Reviews,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,"₹90,490","₹1,01,793"
DELL Alienware Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 307...,,,Intel Core i7 Processor (12th Gen),32 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,"₹2,80,490","₹3,65,284"
ASUS Vivobook 14X OLED (2023) Intel H-Series Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB...,,,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"₹89,990","₹1,10,990"
HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,4.2,107 Ratings & 8 Reviews,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"₹59,490","₹77,596"
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL30 Thin and...,4.1,228 Ratings & 46 Reviews,Intel Celeron Quad Core Processor (11th Gen),8 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,"₹26,490","₹39,990"
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,4.2,46 Ratings & 2 Reviews,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"₹74,990","₹1,03,900"
DELL Inspiron Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7415 2 in 1 Laptop,4.3,15 Ratings & 3 Reviews,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"₹84,890","₹1,11,529"
MSI CreatorPro M16 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX...,4.7,3 Ratings & 0 Reviews,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,"₹1,04,990","₹1,45,990"
ASUS ROG Strix G15 Ryzen 9 Octa Core AMD R9-5900HX - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/N...,4.5,92 Ratings & 12 Reviews,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,Windows 10 Operating System,512 GB SSD,"₹1,04,990","₹1,36,990"
MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) ...,4.3,434 Ratings & 37 Reviews,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,"₹62,990","₹83,990"
ASUS VivoBook Ultra Ryzen 7 Octa Core AMD R7-5700U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB703TS...,4.3,77 Ratings & 8 Reviews,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,"₹57,990","₹84,990"
