name,ratings,num_ratings,processor,ram,os,storage,price,org_price,Brand,num_reviews
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,4.2,46,Intel Core i5 Processor (12th Gen),16,Windows 11 Operating System,512,74990,103900.0,Lenovo,2.0
HP Pavilion Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-ek0086TU Thin and Light Laptop,4.0,4,Intel Core i5 Processor (12th Gen),8,64 bit Windows 11 Operating System,512,69490,82580.0,HP,0.0
DELL Ryzen 3 Quad Core 5425U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3425 Thin and Light Laptop,4.4,166,AMD Ryzen 3 Quad Core Processor,8,64 bit Windows 11 Operating System,256,37490,50852.0,DELL,29.0
ASUS Vivobook 14 Touchscreen Intel P-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) X140...,4.4,47,Intel Core i5 Processor (12th Gen),16,64 bit Windows 11 Operating System,512,66990,82990.0,ASUS,5.0
ASUS TUF Gaming F15 (2022) Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,4.2,85,Intel Core i7 Processor (12th Gen),16,64 bit Windows 11 Operating System,512,93990,137990.0,ASUS,10.0
ASUS TUF Gaming A15 with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB...,4.7,3,AMD Ryzen 7 Octa Core Processor,16,Windows 11 Operating System,1020,109990,175990.0,ASUS,1.0
DELL Vostro Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 5625 Thin and Light La...,4.5,4,AMD Ryzen 5 Hexa Core Processor,16,64 bit Windows 11 Operating System,512,67490,84879.0,DELL,0.0
ASUS Zenbook 14 OLED Touch Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402ZA-KN531WS Thin...,5.0,3,Intel Core i5 Processor (12th Gen),16,Windows 11 Operating System,512,87990,114990.0,ASUS,0.0
HP Envy x360 Creator OLED Eyesafe Intel Evo Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15-e...,4.2,10,Intel Core i5 Processor (12th Gen),16,Windows 11 Operating System,512,89490,104624.0,HP,0.0
DELL G15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/240 ...,4.5,16,Intel Core i7 Processor (12th Gen),16,64 bit Windows 11 Operating System,1020,149990,189620.0,DELL,0.0
ASUS Vivobook S 14 Intel EVO H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-LY...,4.2,117,Intel Core i5 Processor (12th Gen),16,Windows 11 Operating System,512,69990,80990.0,ASUS,22.0
HP 15s (2023) Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Light L...,4.2,1455,Intel Core i5 Processor (12th Gen),8,64 bit Windows 11 Operating System,512,56490,70821.0,HP,118.0
ASUS Vivobook 15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-BQ522WS Thin and Light La...,4.1,332,Intel Core i5 Processor (11th Gen),8,64 bit Windows 11 Operating System,512,47990,69990.0,ASUS,28.0
HP Pavilion Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dv2053TU Thin and Light Lapt...,4.4,226,Intel Core i5 Processor (12th Gen),8,64 bit Windows 11 Operating System,512,62990,73688.0,HP,19.0
MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-030IN Thin and Light Laptop,4.2,63,Intel Core i5 Processor (11th Gen),8,Windows 11 Operating System,512,42990,59990.0,MSI,13.0
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,4.4,598,AMD Ryzen 5 Hexa Core Processor,8,64 bit Windows 11 Operating System,512,55990,76890.0,Lenovo,72.0
HP Pavilion x360 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0078TU Thin and Light Lapt...,4.5,34,Intel Core i5 Processor (12th Gen),16,Windows 11 Operating System,512,72490,85971.0,HP,1.0
ASUS Vivobook Go 15 OLED (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK...,4.3,48,AMD Ryzen 3 Quad Core Processor,8,Windows 11 Operating System,512,42990,61990.0,ASUS,7.0
HP Pavilion Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14-ec0000AX Thi...,4.2,126,AMD Ryzen 5 Hexa Core Processor,16,64 bit Windows 10 Operating System,512,64700,74839.0,HP,16.0
APPLE MacBook Air M1 - (16 GB/256 GB SSD/Mac OS Big Sur) Z124J005KD,4.7,821,Apple M1 Processor,16,Mac OS Operating System,256,111990,112900.0,APPLE,88.0
ASUS Zenbook 14X OLED Space Edition Touchscreen Intel H-Series Core i9 12th Gen - (32 GB/1 TB SSD/Wind...,4.6,10,Intel Core i9 Processor (12th Gen),32,Windows 11 Operating System,1020,154990,206990.0,ASUS,3.0
Lenovo IdeaPad 1 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light Lap...,4.1,951,AMD Ryzen 3 Dual Core Processor,8,64 bit Windows 11 Operating System,512,34600,54490.0,Lenovo,85.0
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5518 Thin and Light Lapto...,4.2,17,Intel Core i5 Processor (11th Gen),16,64 bit Windows 11 Operating System,512,49890,90783.0,DELL,3.0
ASUS VivoBook K15 OLED (2022) Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Ho...,4.4,1820,AMD Ryzen 5 Hexa Core Processor,8,64 bit Windows 11 Operating System,1020,53990,78990.0,ASUS,208.0
HP Pavilion Aero (2023) Ryzen 7 Octa Core 7735U - (16 GB/1 TB SSD/Windows 11 Home) 13-BE2047AU Thin an...,4.8,20,AMD Ryzen 7 Octa Core Processor,16,Windows 11 Operating System,1020,78490,91616.0,HP,1.0
DELL Vostro Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) vostro 3510 icl Thin and Light Laptop,4.1,250,Intel Core i3 Processor (10th Gen),8,64 bit Windows 11 Operating System,512,40690,55444.0,DELL,31.0
APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MKGQ3HN/A,4.8,131,Apple M1 Pro Processor,16,Mac OS Operating System,1020,225090,239900.0,APPLE,14.0
ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) TP470EA-EC302WS 2 in 1 Lapt...,4.4,296,Intel Core i3 Processor (11th Gen),8,64 bit Windows 11 Operating System,256,44990,66990.0,ASUS,30.0
acer Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Z2-493 Thin and Light Laptop,4.0,344,AMD Ryzen 3 Dual Core Processor,8,64 bit Windows 11 Operating System,256,26990,43999.0,acer,49.0
HP Pavilion Plus Creator OLED Eyesafe (2023) Intel H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windo...,4.5,17,Intel Core i5 Processor (12th Gen),16,Windows 11 Operating System,512,82490,99533.0,HP,3.0
ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) TP470EA-EC302WS 2 in 1 Lapt...,4.4,296,Intel Core i3 Processor (11th Gen),8,64 bit Windows 11 Operating System,256,44990,66990.0,ASUS,30.0
ALIENWARE Core i9 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2080 wit...,4.6,10,Intel Core i9 Processor (10th Gen),32,64 bit Windows 10 Operating System,1020,325990,377798.0,ALIENWARE,3.0
APPLE MacBook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) Z12A000D3,4.7,9902,Apple M1 Processor,8,Mac OS Operating System,512,109990,110900.0,APPLE,863.0
DELL G15 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120...,4.2,16,Intel Core i5 Processor (12th Gen),8,64 bit Windows 11 Operating System,512,79990,138468.0,DELL,2.0
MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-030IN Thin and Light Laptop,4.2,63,Intel Core i5 Processor (11th Gen),8,Windows 11 Operating System,512,42990,59990.0,MSI,13.0
ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1500EA Laptop,4.0,43,Intel Core i3 Processor (11th Gen),8,64 bit Windows 11 Operating System,512,37990,52990.0,ASUS,7.0
ASUS Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ321WS Thin and Light Laptop,4.2,274,AMD Ryzen 3 Quad Core Processor,8,Windows 11 Operating System,512,36990,50990.0,ASUS,45.0
GIGABYTE G5 KD Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3...,4.8,4,Intel Core i5 Processor (11th Gen),16,64 bit Windows 11 Operating System,512,79990,151800.0,GIGABYTE,1.0
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lapt...,4.6,5,AMD Ryzen 5 Hexa Core Processor,16,Windows 11 Operating System,512,50990,86290.0,Lenovo,1.0
HP Pavilion (2023) Eyesafe Intel Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) 15-EG2039TU Thin ...,4.3,38,Intel Core i7 Processor (12th Gen),16,64 bit Windows 11 Operating System,1020,90490,101793.0,HP,2.0
Lenovo V15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) V15 ITL G2 Laptop,3.8,10,Intel Core i5 Processor (11th Gen),8,64 bit Windows 11 Operating System,512,49490,81450.0,Lenovo,0.0
DELL Inspiron Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7425 Notebook,5.0,3,AMD Ryzen 7 Octa Core Processor,16,64 bit Windows 11 Operating System,512,88990,116363.0,DELL,0.0
ASUS Zenbook 14X OLED Space Edition Touchscreen Intel H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Wi...,3.9,9,Intel Core i5 Processor (12th Gen),16,Windows 11 Operating System,512,99990,140990.0,ASUS,1.0
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,4.2,46,Intel Core i5 Processor (12th Gen),16,Windows 11 Operating System,512,74990,103900.0,Lenovo,2.0
ASUS TUF Gaming A15 with 90Whr Battery Ryzen 9 Octa Core AMD R9-5900HX - (16 GB/512 GB SSD/Windows 11 ...,4.5,48,AMD Ryzen 9 Octa Core Processor,16,64 bit Windows 11 Operating System,512,96999,119990.0,ASUS,5.0
Lenovo Legion 7i Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2...,3.8,9,Intel Core i7 Processor (10th Gen),16,64 bit Windows 10 Operating System,1020,183490,279890.0,Lenovo,3.0
ASUS Zenbook 14 OLED (2023) Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) UM3402YA-KM74...,4.7,3,AMD Ryzen 7 Octa Core Processor,16,Windows 11 Operating System,512,96990,122990.0,ASUS,0.0
ALIENWARE Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2070) m1...,4.0,5,Intel Core i7 Processor (10th Gen),16,64 bit Windows 10 Operating System,1020,250000,293080.0,ALIENWARE,2.0
HP Pavilion (2023) Eyesafe Intel Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) 15-EG2039TU Thin ...,4.3,38,Intel Core i7 Processor (12th Gen),16,64 bit Windows 11 Operating System,1020,90490,101793.0,HP,2.0
ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,4.5,5421,Intel Core i5 Processor (10th Gen),8,64 bit Windows 10 Operating System,512,59990,81990.0,ASUS,584.0
HP Pavillion x360 convertible Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0074TU ...,4.4,35,Intel Core i5 Processor (12th Gen),16,64 bit Windows 11 Operating System,512,74490,87095.0,HP,4.0
MSI GP76 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/240 ...,4.4,28,Intel Core i7 Processor (11th Gen),16,64 bit Windows 10 Operating System,1020,180990,201990.0,MSI,6.0
DELL Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop,3.7,25,Intel Core i3 Processor (12th Gen),8,64 bit Windows 11 Operating System,512,44499,64133.0,DELL,6.0
HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,4.3,27,AMD Ryzen 5 Hexa Core Processor,8,64 bit Windows 11 Operating System,512,59490,70070.0,HP,3.0
DELL Inspiron Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7425 Notebook,5.0,3,AMD Ryzen 7 Octa Core Processor,16,64 bit Windows 11 Operating System,512,88990,116363.0,DELL,0.0
DELL Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5320 Thin and Light Laptop,4.6,13,Intel Core i5 Processor (12th Gen),16,64 bit Windows 11 Operating System,512,82990,99861.0,DELL,2.0
ASUS ROG Strix G15 Ryzen 9 Octa Core AMD R9-5900HX - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/N...,4.5,92,AMD Ryzen 9 Octa Core Processor,16,Windows 10 Operating System,512,104990,136990.0,ASUS,12.0
acer aspire 5 gaming Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,4.0,6,Intel Core i5 Processor (12th Gen),8,64 bit Windows 11 Operating System,512,62999,89990.0,acer,0.0
DELL G15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/240 ...,4.5,16,Intel Core i7 Processor (12th Gen),16,64 bit Windows 11 Operating System,1020,149990,189620.0,DELL,0.0
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphi...,4.4,75,AMD Ryzen 7 Octa Core Processor,16,64 bit Windows 11 Operating System,512,80990,113290.0,Lenovo,8.0
ASUS Vivobook 16 (2023) Ryzen 5 Hexa Core 7530U - (8 GB/1 TB SSD/Windows 11 Home) M1605YA-MB531WS Lapt...,5.0,3,AMD Ryzen 5 Hexa Core Processor,8,Windows 11 Operating System,1020,56990,74990.0,ASUS,0.0
ASUS ROG Flow Z13 (2022) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/NA/120 Hz) GZ301ZA-LD049...,4.3,3,Intel Core i5 Processor (12th Gen),16,Windows 11 Operating System,512,96990,179990.0,ASUS,0.0
ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7-4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,4.5,1292,AMD Ryzen 7 Octa Core Processor,8,64 bit Windows 10 Operating System,512,82990,103990.0,ASUS,167.0
DELL Inspiron Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Lig...,3.9,19,Intel Core i5 Processor (12th Gen),8,64 bit Windows 11 Operating System,512,60890,81487.0,DELL,0.0
ASUS ROG Zephyrus M16 (2022) Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA G...,4.7,3,Intel Core i9 Processor (12th Gen),32,64 bit Windows 11 Operating System,1020,241990,287990.0,ASUS,2.0
HP Victus Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX...,3.7,3,AMD Ryzen 7 Octa Core Processor,16,64 bit Windows 11 Operating System,512,99999,111500.0,HP,1.0
HP Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 14s-fy1005AU Thin and Light Laptop,4.2,52,AMD Ryzen 7 Octa Core Processor,16,64 bit Windows 11 Operating System,512,60490,71766.0,HP,3.0
DELL Vostro Core i3 10th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3401 Thin and Light L...,4.2,53,Intel Core i3 Processor (10th Gen),4,64 bit Windows 11 Operating System,1020,42490,57858.0,DELL,5.0
HP Pavilion Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14-ec0000AX Thi...,4.2,126,AMD Ryzen 5 Hexa Core Processor,16,64 bit Windows 10 Operating System,512,64700,74839.0,HP,16.0
ASUS TUF Gaming A15 with 90WHr Battery Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 11 Home/4 G...,4.4,996,AMD Ryzen 7 Octa Core Processor,16,Windows 11 Operating System,512,73990,101990.0,ASUS,99.0
Lenovo Ideapad 5 Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) Ideapad 5 15ALC05 Thin a...,3.8,4,AMD Ryzen 7 Octa Core Processor,16,64 bit Windows 11 Operating System,512,66999,95090.0,Lenovo,2.0
DELL Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce R...,4.4,9,AMD Ryzen 7 Octa Core Processor,16,64 bit Windows 11 Operating System,512,88390,121935.0,DELL,2.0
Lenovo IdeaPad Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,4.4,75,AMD Ryzen 7 Octa Core Processor,16,Windows 11 Operating System,512,72990,116090.0,Lenovo,8.0
ASUS TUF Gaming F15 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 10/6 GB Graphics/NVIDIA GeForce RTX 306...,4.3,13,Intel Core i9 Processor (11th Gen),16,64 bit Windows 10 Operating System,1020,109990,188990.0,ASUS,5.0
ASUS Vivobook Pro 14X OLED with ASUS DialPad Ryzen 9 Octa Core 5900HX - (8 GB/1 TB SSD/Windows 10 Home...,4.3,20,AMD Ryzen 9 Octa Core Processor,8,64 bit Windows 10 Operating System,1020,101990,149990.0,ASUS,1.0
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) IdeaPad 5 15ALC05 Thin and ...,4.1,119,AMD Ryzen 5 Hexa Core Processor,8,64 bit Windows 10 Operating System,512,50990,78290.0,Lenovo,16.0
acer Swift 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) SF314-43 Thin and Light Lapto...,4.5,35,AMD Ryzen 5 Hexa Core Processor,8,64 bit Windows 10 Operating System,512,55990,89999.0,acer,8.0
ASUS Zenbook 14X OLED Space Edition Touchscreen Intel H-Series Core i9 12th Gen - (32 GB/1 TB SSD/Wind...,4.6,10,Intel Core i9 Processor (12th Gen),32,Windows 11 Operating System,1020,154990,206990.0,ASUS,3.0
APPLE MacBook Pro Core i5 8th Gen - (8 GB/512 GB SSD/Mac OS Mojave) MV972HN/A,4.2,108,Intel Core i5 Processor (8th Gen),8,Mac OS Operating System,512,162490,179900.0,APPLE,13.0
HP Ryzen 3 Quad Core R3 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Business Laptop,3.9,55,AMD Ryzen 3 Quad Core Processor,8,Windows 11 Operating System,512,30990,37188.0,HP,4.0
ASUS Vivobook Flip S 14 Intel H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) TP3402ZA-...,4.4,36,Intel Core i5 Processor (12th Gen),16,64 bit Windows 11 Operating System,512,79990,98990.0,ASUS,6.0
DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 15 Metal Laptop T...,3.7,3,Intel Core i5 Processor (12th Gen),8,64 bit Windows 11 Operating System,512,67990,92390.0,DELL,1.0
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,4.1,92,Intel Core i5 Processor (11th Gen),8,64 bit Windows 11 Operating System,512,55890,76139.0,DELL,10.0
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL30 Thin and...,4.1,220,Intel Celeron Quad Core Processor (11th Gen),8,Windows 11 Operating System,512,26490,39990.0,Infinix,46.0
MSI Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050...,4.3,434,Intel Core i5 Processor (11th Gen),8,Windows 11 Operating System,1020,63990,80990.0,MSI,37.0
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,4.2,1756,Intel Core i3 Processor (10th Gen),8,64 bit Windows 11 Operating System,256,27990,44990.0,Infinix,278.0
DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3400 Thin and Light Laptop,4.3,178,Intel Core i3 Processor (11th Gen),8,64 bit Windows 11 Operating System,256,42690,54510.0,DELL,18.0
realme Book Prime Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Lapt...,4.8,8,Intel Core i5 Processor (11th Gen),8,Windows 11 Operating System,512,45990,69999.0,realme,2.0
Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN...,4.2,788,Intel Core i3 Processor (11th Gen),8,64 bit Windows 11 Operating System,512,39999,62999.0,Lenovo,75.0
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL30 Thin and...,4.1,220,Intel Celeron Quad Core Processor (11th Gen),8,Windows 11 Operating System,512,26490,39990.0,Infinix,46.0
Lenovo IdeaPad Gaming 3 Intel Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDI...,4.0,5,Intel Core i7 Processor (12th Gen),16,64 bit Windows 11 Operating System,512,111000,153890.0,Lenovo,1.0
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 ...,4.0,4,AMD Ryzen 7 Octa Core Processor,16,64 bit Windows 11 Operating System,1020,145990,189990.0,ASUS,0.0
Lenovo IdeaPad 3 Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15IML05 Thin and Light Lap...,3.6,41,Intel Core i3 Processor (10th Gen),8,Windows 11 Operating System,256,33990,59390.0,Lenovo,6.0
DELL G15 Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050)...,4.5,54,AMD Ryzen 5 Hexa Core Processor,16,64 bit Windows 10 Operating System,512,76990,108000.0,DELL,9.0
ASUS TUF Gaming F15 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 10/6 GB Graphics/NVIDIA GeForce RTX 306...,4.3,13,Intel Core i9 Processor (11th Gen),16,64 bit Windows 10 Operating System,1020,109990,188990.0,ASUS,5.0
ASUS VivoBook Flip 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC512WS 2 in 1 Lapt...,4.5,118,Intel Core i5 Processor (11th Gen),8,64 bit Windows 11 Operating System,512,63990,69990.0,ASUS,9.0
HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,4.7,6,AMD Ryzen 5 Hexa Core Processor,8,64 bit Windows 11 Operating System,512,65990,82961.0,HP,0.0
ASUS Vivobook Flip S 14 Intel H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) TP3402ZA-...,4.4,36,Intel Core i5 Processor (12th Gen),16,64 bit Windows 11 Operating System,512,79990,98990.0,ASUS,6.0
Infinix ZERO BOOK Series Laptop Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) ZL12 Busin...,4.2,73,Intel Core i5 Processor (12th Gen),16,Windows 11 Operating System,512,56990,79990.0,Infinix,18.0
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) IdeaPad 5 15ALC05 Thin and ...,4.1,119,AMD Ryzen 5 Hexa Core Processor,8,64 bit Windows 10 Operating System,512,50990,78290.0,Lenovo,16.0
ASUS Vivobook Pro 14X OLED with ASUS DialPad Ryzen 9 Octa Core 5900HX - (8 GB/1 TB SSD/Windows 10 Home...,4.3,20,AMD Ryzen 9 Octa Core Processor,8,64 bit Windows 10 Operating System,1020,101990,149990.0,ASUS,1.0
ALIENWARE Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060/300...,4.1,13,Intel Core i7 Processor (10th Gen),16,64 bit Windows 10 Operating System,1020,202490,237937.0,ALIENWARE,4.0
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 ...,4.0,6,AMD Ryzen 9 Octa Core Processor,16,64 bit Windows 11 Operating System,1020,161990,201990.0,ASUS,1.0
ASUS Vivobook Go 15 (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ323WS...,4.2,274,AMD Ryzen 3 Quad Core Processor,8,Windows 11 Operating System,512,36990,50990.0,ASUS,45.0
ASUS ROG Core i7 7th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX ...,3.0,2,Intel Core i7 Processor (7th Gen),8,64 bit Windows 10 Operating System,1020,137990,146490.0,ASUS,1.0
APPLE 2021 Macbook Pro M1 Max - (32 GB/1 TB SSD/Mac OS Monterey) MK1H3HN/A,4.3,13,Apple M1 Max Processor,32,Mac OS Operating System,1020,309490,329900.0,APPLE,5.0
HP 15s Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5112TU Thin and Light Laptop,4.1,175,Intel Core i5 Processor (12th Gen),16,64 bit Windows 11 Operating System,512,60300,73400.0,HP,12.0
ASUS ROG Zephyrus G15 (2020) Ryzen 9 Octa Core 4900HS - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/...,4.4,193,AMD Ryzen 9 Octa Core Processor,16,64 bit Windows 10 Operating System,1020,129990,159990.0,ASUS,39.0
HP Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 14s-fy1005AU Thin and Light Laptop,4.2,52,AMD Ryzen 7 Octa Core Processor,16,64 bit Windows 11 Operating System,512,60490,71766.0,HP,3.0
MSI Modern 14 Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Modern 14 B11SBU-496I...,4.6,24,Intel Core i7 Processor (11th Gen),8,64 bit Windows 10 Operating System,512,75990,89990.0,MSI,5.0
